"id","operador_id","data_abertura","valor_inicial","data_fechamento","valor_fechamento"
"6694","2025-07-28 13:27:42","14.14","Dinheiro",NULL,"0.36","0.00",NULL
"6695","2025-07-28 13:31:15","27.00","PIX",NULL,"0.00","0.00",NULL
"6696","2025-07-28 13:34:44","30.12","Dinheiro",NULL,"0.00","0.00",NULL
"6697","2025-07-28 13:36:09","10.00","Dinheiro",NULL,"0.00","0.00",NULL
"6698","2025-07-28 13:38:08","9.48","Dinheiro",NULL,"0.00","0.00",NULL
"6699","2025-07-28 13:41:01","33.78","Dinheiro",NULL,"0.00","0.00",NULL
"6700","2025-07-28 13:42:28","19.89","Dinheiro",NULL,"0.00","0.00",NULL
"6701","2025-07-28 13:43:49","28.28","Dinheiro",NULL,"0.00","0.00",NULL
"6702","2025-07-28 13:45:42","4.80","Dinheiro",NULL,"0.00","0.00",NULL
"6703","2025-07-28 13:47:02","11.10","PIX",NULL,"0.00","0.00",NULL
"6704","2025-07-28 13:49:45","11.00","Dinheiro",NULL,"0.26","0.00",NULL
"6705","2025-07-28 13:50:24","3.00","Dinheiro",NULL,"0.00","0.00",NULL
"6706","2025-07-28 13:51:06","2.50","PIX",NULL,"0.00","0.00",NULL
"6707","2025-07-28 13:53:03","22.48","PIX",NULL,"0.00","0.00",NULL
"6708","2025-07-28 13:56:21","40.67","Cartão de Débito",NULL,"0.00","0.00",NULL
"6709","2025-07-28 13:59:10","35.65","Dinheiro",NULL,"0.00","0.00",NULL
"6710","2025-07-28 14:01:34","29.42","Dinheiro",NULL,"0.00","0.00",NULL
"6711","2025-07-28 14:03:53","19.39","PIX",NULL,"0.00","0.00",NULL
"6712","2025-07-28 14:14:12","16.33","Cartão de Crédito",NULL,"0.00","0.00",NULL
"6713","2025-07-28 14:16:01","31.70","PIX",NULL,"0.00","0.00",NULL
"6714","2025-07-28 14:29:50","7.79","Dinheiro",NULL,"0.00","0.00",NULL
"6715","2025-07-28 14:32:27","8.58","Cartão de Débito",NULL,"0.00","0.00",NULL
"6716","2025-07-28 14:34:02","13.95","Cartão de Débito",NULL,"0.00","0.00",NULL
"6717","2025-07-28 14:38:31","42.17","Dinheiro",NULL,"0.00","0.00",NULL
"6718","2025-07-28 14:57:59","10.30","Cartão de Débito",NULL,"0.00","0.00",NULL
"6719","2025-07-28 14:59:45","11.91","Dinheiro",NULL,"0.00","0.00",NULL
"6720","2025-07-28 15:01:17","9.37","Dinheiro",NULL,"0.00","0.00",NULL
"6721","2025-07-28 15:26:48","29.01","Dinheiro",NULL,"0.18","0.00",NULL
"6722","2025-07-28 15:28:36","30.56","Cartão de Crédito",NULL,"0.00","0.00",NULL
"6723","2025-07-28 15:43:47","21.00","Dinheiro",NULL,"0.03","0.00",NULL
"6724","2025-07-28 15:47:53","11.66","Dinheiro",NULL,"0.00","0.00",NULL
"6725","2025-07-28 15:53:07","18.98","Dinheiro",NULL,"0.00","0.00",NULL
"6726","2025-07-28 15:58:46","10.00","Dinheiro",NULL,"0.00","0.00",NULL
"6727","2025-07-28 16:06:18","12.43","Dinheiro",NULL,"0.00","0.00",NULL
"6728","2025-07-28 16:11:58","4.60","PIX",NULL,"0.00","0.00",NULL
"6729","2025-07-28 16:35:39","47.69","Dinheiro",NULL,"0.00","0.00",NULL
"6730","2025-07-28 17:02:07","15.64","Dinheiro",NULL,"0.00","0.00",NULL
"6731","2025-07-28 17:04:18","18.23","Dinheiro",NULL,"0.00","0.00",NULL
"6732","2025-07-28 17:06:15","5.73","Dinheiro",NULL,"0.00","0.00",NULL
"6733","2025-07-28 17:07:09","20.63","PIX",NULL,"0.00","0.00",NULL
"6734","2025-07-28 17:17:51","43.73","PIX",NULL,"0.00","0.00",NULL
"6735","2025-07-28 17:25:43","16.44","PIX",NULL,"0.00","0.00",NULL
"6736","2025-07-28 17:37:27","17.00","Dinheiro",NULL,"0.04","0.00",NULL
"6737","2025-07-28 17:48:55","8.50","Dinheiro",NULL,"0.00","0.00",NULL
"6738","2025-07-28 17:59:18","4.73","Dinheiro",NULL,"0.00","0.00",NULL
"6739","2025-07-28 18:00:14","7.88","Dinheiro",NULL,"0.00","0.00",NULL
"6740","2025-07-28 18:08:38","41.00","Dinheiro",NULL,"0.22","0.00",NULL
"6741","2025-07-28 18:12:11","7.73","Dinheiro",NULL,"0.00","0.00",NULL
"6742","2025-07-28 18:13:28","48.52","Dinheiro",NULL,"0.00","0.00",NULL
"6743","2025-07-28 18:24:37","7.63","Dinheiro",NULL,"0.00","0.00",NULL
"6744","2025-07-28 18:25:01","7.77","Dinheiro",NULL,"0.00","0.00",NULL
"6745","2025-07-28 18:39:54","14.16","Dinheiro",NULL,"0.00","0.00",NULL
"6746","2025-07-28 18:48:29","8.00","Dinheiro",NULL,"0.24","0.00",NULL
"6747","2025-07-28 18:48:33","87.13","Cartão de Débito",NULL,"0.00","0.00",NULL
"6748","2025-07-28 19:04:37","13.98","Dinheiro",NULL,"0.00","0.00",NULL
"6749","2025-07-28 20:12:19","9.17","Cartão de Crédito",NULL,"0.00","0.00",NULL
"6750","2025-07-28 20:12:37","6.00","Cartão de Crédito",NULL,"0.00","0.00",NULL
"6751","2025-07-28 20:34:16","7.57","Cartão de Crédito",NULL,"0.00","0.00",NULL
"6752","2025-07-28 20:35:34","6.94","Cartão de Débito",NULL,"0.00","0.00",NULL
"6753","2025-07-28 20:48:39","15.00","Dinheiro",NULL,"0.00","0.00",NULL
"6754","2025-07-28 20:59:29","8.58","Cartão de Crédito",NULL,"0.00","0.00",NULL
"6755","2025-07-28 21:01:51","19.01","Dinheiro",NULL,"0.14","0.00",NULL
"6756","2025-07-29 09:26:39","9.21","Dinheiro",NULL,"0.00","0.00",NULL
"6757","2025-07-29 09:30:14","5.89","Dinheiro",NULL,"0.00","0.00",NULL
"6758","2025-07-29 09:33:37","40.00","Dinheiro",NULL,"0.11","0.00",NULL
"6759","2025-07-29 09:50:54","37.47","PIX",NULL,"0.00","0.00",NULL
"6760","2025-07-29 10:04:23","5.00","PIX",NULL,"0.00","0.00",NULL
"6761","2025-07-29 10:06:31","41.09","Dinheiro",NULL,"0.00","0.00",NULL
"6762","2025-07-29 10:07:19","3.64","Dinheiro",NULL,"0.00","0.00",NULL
"6763","2025-07-29 10:09:12","1.17","Dinheiro",NULL,"0.00","0.00",NULL
"6764","2025-07-29 10:09:54","2.88","Dinheiro",NULL,"0.00","0.00",NULL
"6765","2025-07-29 10:10:44","13.08","Cartão de Débito",NULL,"0.00","0.00",NULL
"6766","2025-07-29 10:12:12","15.67","PIX",NULL,"0.00","0.00",NULL
"6767","2025-07-29 10:14:37","9.00","Dinheiro",NULL,"0.16","0.00",NULL
"6768","2025-07-29 10:17:58","3.19","PIX",NULL,"0.00","0.00",NULL
"6769","2025-07-29 10:22:58","1.20","Dinheiro",NULL,"0.00","0.00",NULL
"6770","2025-07-29 10:26:58","2.89","Dinheiro",NULL,"0.00","0.00",NULL
"6771","2025-07-29 10:31:36","3.00","Dinheiro",NULL,"0.00","0.00",NULL
"6772","2025-07-29 10:31:55","44.50","PIX",NULL,"0.00","0.00",NULL
"6773","2025-07-29 10:40:02","24.00","PIX",NULL,"0.00","0.00",NULL
"6774","2025-07-29 10:44:11","57.31","Cartão de Débito",NULL,"0.00","0.00",NULL
"6775","2025-07-29 10:46:06","14.46","Dinheiro",NULL,"0.00","0.00",NULL
"6776","2025-07-29 10:46:14","12.28","PIX",NULL,"0.00","0.00",NULL
"6777","2025-07-29 10:49:42","58.14","Dinheiro",NULL,"0.00","0.00",NULL
"6778","2025-07-29 10:54:06","58.86","Dinheiro",NULL,"0.00","0.00",NULL
"6779","2025-07-29 10:57:13","11.00","Dinheiro",NULL,"0.38","0.00",NULL
"6780","2025-07-29 10:57:38","36.04","Cartão de Débito",NULL,"0.00","0.00",NULL
"6781","2025-07-29 10:58:49","2.10","Dinheiro",NULL,"0.00","0.00",NULL
"6782","2025-07-29 10:59:55","8.50","Dinheiro",NULL,"0.00","0.00",NULL
"6783","2025-07-29 11:00:11","3.00","Dinheiro",NULL,"0.00","0.00",NULL
"6784","2025-07-29 11:03:38","5.00","Dinheiro",NULL,"0.00","0.00",NULL
"6785","2025-07-29 11:08:08","8.95","Dinheiro",NULL,"0.00","0.00",NULL
"6786","2025-07-29 11:09:03","16.82","Dinheiro",NULL,"0.00","0.00",NULL
"6787","2025-07-29 11:10:07","5.00","PIX",NULL,"0.00","0.00",NULL
"6788","2025-07-29 11:11:15","15.79","Dinheiro",NULL,"0.00","0.00",NULL
"6789","2025-07-29 11:14:19","27.71","Dinheiro",NULL,"0.00","0.00",NULL
"6790","2025-07-29 11:22:00","2.04","Dinheiro",NULL,"0.00","0.00",NULL
"6791","2025-07-29 11:22:46","2.14","Dinheiro",NULL,"0.00","0.00",NULL
"6792","2025-07-29 11:31:11","1.76","PIX",NULL,"0.00","0.00",NULL
"6793","2025-07-29 11:35:07","19.28","Dinheiro",NULL,"0.00","0.00",NULL
"6794","2025-07-29 11:35:57","8.58","Cartão de Débito",NULL,"0.00","0.00",NULL
"6795","2025-07-29 11:41:02","5.50","Dinheiro",NULL,"0.00","0.00",NULL
"6796","2025-07-29 11:45:49","25.02","Cartão de Débito",NULL,"0.00","0.00",NULL
"6797","2025-07-29 11:47:06","9.00","Dinheiro",NULL,"0.00","0.00",NULL
"6798","2025-07-29 11:50:38","24.00","Dinheiro",NULL,"0.00","0.00",NULL
"6799","2025-07-29 11:55:19","30.85","Dinheiro",NULL,"0.00","0.00",NULL
"6800","2025-07-29 11:57:56","3.00","Dinheiro",NULL,"0.00","0.00",NULL
"6801","2025-07-29 12:00:49","49.53","Dinheiro",NULL,"0.00","0.00",NULL
"6802","2025-07-29 12:02:41","31.03","Dinheiro",NULL,"0.00","0.00",NULL
"6803","2025-07-29 12:06:26","38.08","Dinheiro",NULL,"0.00","0.00",NULL
"6804","2025-07-29 12:07:54","22.61","Dinheiro",NULL,"0.00","0.00",NULL
"6805","2025-07-29 12:09:13","0.96","Dinheiro",NULL,"0.00","0.00",NULL
"6806","2025-07-29 12:11:24","18.03","Dinheiro",NULL,"0.00","0.00",NULL
"6807","2025-07-29 12:13:47","6.82","Dinheiro",NULL,"0.00","0.00",NULL
"6808","2025-07-29 12:20:40","7.94","PIX",NULL,"0.00","0.00",NULL
"6809","2025-07-29 12:21:27","10.00","Dinheiro",NULL,"0.00","0.00",NULL
"6810","2025-07-29 12:27:08","30.00","Dinheiro",NULL,"0.00","0.00",NULL
"6811","2025-07-29 12:29:05","14.82","Dinheiro",NULL,"0.00","0.00",NULL
"6812","2025-07-29 12:30:46","5.78","Dinheiro",NULL,"0.00","0.00",NULL
"6813","2025-07-29 12:31:55","5.50","Dinheiro",NULL,"0.00","0.00",NULL
"6814","2025-07-29 12:40:32","15.11","Cartão de Crédito",NULL,"0.00","0.00",NULL
"6815","2025-07-29 12:46:47","37.09","Dinheiro",NULL,"0.00","0.00",NULL
"6816","2025-07-29 12:48:52","6.96","PIX",NULL,"0.00","0.00",NULL
"6817","2025-07-29 12:50:09","19.00","PIX",NULL,"0.00","0.00",NULL
"6818","2025-07-29 12:52:02","13.94","PIX",NULL,"0.00","0.00",NULL
"6819","2025-07-29 12:55:28","6.94","Dinheiro",NULL,"0.00","0.00",NULL
"6820","2025-07-29 13:08:54","4.67","Dinheiro",NULL,"0.00","0.00",NULL
"6821","2025-07-29 13:10:20","10.00","Dinheiro",NULL,"0.00","0.00",NULL
"6822","2025-07-29 13:12:16","4.50","Dinheiro",NULL,"0.00","0.00",NULL
"6823","2025-07-29 13:21:58","19.05","Dinheiro",NULL,"0.00","0.00",NULL
"6824","2025-07-29 13:27:55","51.00","PIX",NULL,"0.00","0.00",NULL
"6825","2025-07-29 13:29:08","11.88","Dinheiro",NULL,"0.00","0.00",NULL
"6826","2025-07-29 14:10:17","16.25","Cartão de Crédito",NULL,"0.00","0.00",NULL
"6827","2025-07-29 14:13:17","14.48","Dinheiro",NULL,"0.00","0.00",NULL
"6828","2025-07-29 14:15:07","8.58","PIX",NULL,"0.00","0.00",NULL
"6829","2025-07-29 14:17:18","30.63","Dinheiro",NULL,"0.00","0.00",NULL
"6830","2025-07-29 14:26:38","5.47","Dinheiro",NULL,"0.00","0.00",NULL
"6831","2025-07-29 14:29:46","31.65","Dinheiro",NULL,"0.00","0.00",NULL
"6832","2025-07-29 14:31:51","2.43","Cartão de Crédito",NULL,"0.00","0.00",NULL
"6833","2025-07-29 14:33:33","1.75","Dinheiro",NULL,"0.00","0.00",NULL
"6834","2025-07-29 14:35:41","8.00","Dinheiro",NULL,"0.00","0.00",NULL
"6835","2025-07-29 14:37:07","7.42","Dinheiro",NULL,"0.00","0.00",NULL
"6836","2025-07-29 14:39:50","41.99","Dinheiro",NULL,"0.00","0.00",NULL
"6837","2025-07-29 14:42:16","36.14","Dinheiro",NULL,"3.00","0.00",NULL
"6838","2025-07-29 15:22:24","9.54","Dinheiro",NULL,"0.00","0.00",NULL
"6839","2025-07-29 15:25:37","58.46","Dinheiro",NULL,"0.00","0.00",NULL
"6840","2025-07-29 15:31:00","37.00","Dinheiro",NULL,"0.00","0.00",NULL
"6841","2025-07-29 15:33:26","63.63","Dinheiro",NULL,"0.00","0.00",NULL
"6842","2025-07-29 15:35:24","22.36","Dinheiro",NULL,"0.00","0.00",NULL
"6843","2025-07-29 15:38:48","8.11","Dinheiro",NULL,"0.00","0.00",NULL
"6844","2025-07-29 15:41:26","14.86","Dinheiro",NULL,"0.00","0.00",NULL
"6845","2025-07-29 15:46:56","3.60","Dinheiro",NULL,"0.00","0.00",NULL
"6846","2025-07-29 15:48:09","10.52","Dinheiro",NULL,"0.05","0.00",NULL
"6847","2025-07-29 15:51:42","7.18","Dinheiro",NULL,"0.00","0.00",NULL
"6848","2025-07-29 15:54:41","4.00","Dinheiro",NULL,"0.02","0.00",NULL
"6849","2025-07-29 15:55:41","5.04","Dinheiro",NULL,"0.00","0.00",NULL
"6850","2025-07-29 16:15:02","4.59","PIX",NULL,"0.00","0.00",NULL
"6851","2025-07-29 16:21:46","9.65","PIX",NULL,"0.00","0.00",NULL
"6852","2025-07-29 16:31:16","9.60","PIX",NULL,"0.00","0.00",NULL
"6853","2025-07-29 16:34:17","10.44","Dinheiro",NULL,"0.00","0.00",NULL
"6854","2025-07-29 17:00:56","22.85","Dinheiro",NULL,"0.00","0.00",NULL
"6855","2025-07-29 17:02:25","4.02","Cartão de Débito",NULL,"0.00","0.00",NULL
"6856","2025-07-29 17:06:53","56.34","PIX",NULL,"0.00","0.00",NULL
"6857","2025-07-29 17:33:45","5.50","Dinheiro",NULL,"0.00","0.00",NULL
"6858","2025-07-29 17:47:03","99.90","Cartão de Crédito",NULL,"0.00","0.00",NULL
"6859","2025-07-29 17:56:36","17.49","PIX",NULL,"0.00","0.00",NULL
"6860","2025-07-29 18:05:05","10.78","Dinheiro",NULL,"0.00","0.00",NULL
"6861","2025-07-29 18:07:33","24.00","Dinheiro",NULL,"0.24","0.00",NULL
"6862","2025-07-29 18:19:18","23.83","Dinheiro",NULL,"0.00","0.00",NULL
"6863","2025-07-29 18:30:18","8.13","Cartão de Crédito",NULL,"0.00","0.00",NULL
"6864","2025-07-29 18:31:10","20.00","Dinheiro",NULL,"0.00","0.00",NULL
"6865","2025-07-29 18:34:37","12.65","PIX",NULL,"0.00","0.00",NULL
"6866","2025-07-29 18:40:45","11.97","Dinheiro",NULL,"0.00","0.00",NULL
"6867","2025-07-29 18:41:37","9.96","Cartão de Débito",NULL,"0.00","0.00",NULL
"6868","2025-07-29 18:45:22","5.00","Dinheiro",NULL,"0.00","0.00",NULL
"6869","2025-07-29 18:50:36","4.78","Dinheiro",NULL,"0.00","0.00",NULL
"6870","2025-07-29 18:56:12","75.74","Dinheiro",NULL,"0.00","0.00",NULL
"6871","2025-07-29 19:00:23","5.00","Dinheiro",NULL,"0.00","0.00",NULL
"6872","2025-07-29 19:08:12","56.00","Dinheiro",NULL,"0.00","0.00",NULL
"6873","2025-07-29 19:09:32","23.14","Dinheiro",NULL,"0.00","0.00",NULL
"6874","2025-07-29 19:19:14","8.50","Dinheiro",NULL,"0.00","0.00",NULL
"6875","2025-07-29 19:20:10","12.00","Dinheiro",NULL,"0.00","0.00",NULL
"6876","2025-07-29 19:26:39","36.15","Dinheiro",NULL,"0.00","0.00",NULL
"6877","2025-07-29 20:21:31","10.28","Dinheiro",NULL,"0.00","0.00",NULL
"6878","2025-07-29 20:29:36","23.46","Dinheiro",NULL,"0.00","0.00",NULL
"6879","2025-07-29 20:31:26","36.80","Cartão de Débito",NULL,"0.00","0.00",NULL
"6880","2025-07-29 20:46:55","11.54","Cartão de Crédito",NULL,"0.00","0.00",NULL
"6881","2025-07-29 20:58:02","7.87","Dinheiro",NULL,"0.00","0.00",NULL
"6882","2025-07-30 09:40:08","24.58","Dinheiro",NULL,"0.00","0.00",NULL
"6883","2025-07-30 09:54:30","7.00","Dinheiro",NULL,"0.00","0.00",NULL
"6884","2025-07-30 09:55:30","5.50","Dinheiro",NULL,"0.00","0.00",NULL
"6885","2025-07-30 09:57:28","4.04","Dinheiro",NULL,"0.00","0.00",NULL
"6886","2025-07-30 10:01:00","7.68","PIX",NULL,"0.00","0.00",NULL
"6887","2025-07-30 10:01:35","20.00","Dinheiro",NULL,"0.00","0.00",NULL
"6888","2025-07-30 10:03:58","3.36","Dinheiro",NULL,"0.00","0.00",NULL
"6889","2025-07-30 10:27:30","14.96","Dinheiro",NULL,"0.00","0.00",NULL
"6890","2025-07-30 10:33:58","6.82","Dinheiro",NULL,"0.00","0.00",NULL
"6891","2025-07-30 10:37:32","5.91","Dinheiro",NULL,"0.00","0.00",NULL
"6892","2025-07-30 10:41:15","10.00","Dinheiro",NULL,"0.34","0.00",NULL
"6893","2025-07-30 10:53:04","7.95","Dinheiro",NULL,"0.00","0.00",NULL
"6894","2025-07-30 10:54:26","6.30","Dinheiro",NULL,"0.00","0.00",NULL
"6895","2025-07-30 10:56:37","10.75","Cartão de Débito",NULL,"0.00","0.00",NULL
"6896","2025-07-30 10:57:38","5.50","Cartão de Débito",NULL,"0.00","0.00",NULL
"6897","2025-07-30 11:34:07","13.00","Dinheiro",NULL,"0.10","0.00",NULL
"6898","2025-07-30 11:37:30","35.54","Dinheiro",NULL,"0.00","0.00",NULL
"6899","2025-07-30 11:42:30","26.75","Dinheiro",NULL,"0.00","0.00",NULL
"6900","2025-07-30 11:43:51","9.28","Cartão de Débito",NULL,"0.00","0.00",NULL
"6901","2025-07-30 11:45:05","5.50","Dinheiro",NULL,"0.00","0.00",NULL
"6902","2025-07-30 11:47:38","16.50","PIX",NULL,"0.00","0.00",NULL
"6903","2025-07-30 11:52:01","27.62","Dinheiro",NULL,"0.00","0.00",NULL
"6904","2025-07-30 11:53:19","5.72","Dinheiro",NULL,"0.00","0.00",NULL
"6905","2025-07-30 11:54:34","6.00","Dinheiro",NULL,"0.00","0.00",NULL
"6906","2025-07-30 12:00:29","21.81","Dinheiro",NULL,"0.00","0.00",NULL
"6907","2025-07-30 12:03:38","27.38","Dinheiro",NULL,"0.00","0.00",NULL
"6908","2025-07-30 12:05:00","11.86","Dinheiro",NULL,"0.00","0.00",NULL
"6909","2025-07-30 12:12:06","4.43","Dinheiro",NULL,"0.00","0.00",NULL
"6910","2025-07-30 12:16:04","17.00","Dinheiro",NULL,"0.14","0.00",NULL
"6911","2025-07-30 12:17:15","2.00","Dinheiro",NULL,"0.37","0.00",NULL
"6912","2025-07-30 12:20:41","30.84","Cartão de Débito",NULL,"0.00","0.00",NULL
"6913","2025-07-30 12:25:48","11.60","Dinheiro",NULL,"0.00","0.00",NULL
"6914","2025-07-30 12:27:25","9.37","Dinheiro",NULL,"0.00","0.00",NULL
"6915","2025-07-30 12:42:55","9.41","Dinheiro",NULL,"0.00","0.00",NULL
"6916","2025-07-30 12:45:36","3.00","Dinheiro",NULL,"0.00","0.00",NULL
"6917","2025-07-30 12:45:52","2.50","Dinheiro",NULL,"0.00","0.00",NULL
"6918","2025-07-30 12:47:16","6.68","Dinheiro",NULL,"0.00","0.00",NULL
"6919","2025-07-30 12:49:02","5.00","Dinheiro",NULL,"0.00","0.00",NULL
"6920","2025-07-30 12:55:38","17.88","Cartão de Débito",NULL,"0.00","0.00",NULL
"6921","2025-07-30 12:58:04","16.01","Dinheiro",NULL,"0.07","0.00",NULL
"6922","2025-07-30 12:59:14","18.25","Dinheiro",NULL,"0.00","0.00",NULL
"6923","2025-07-30 13:04:20","35.45","Dinheiro",NULL,"0.00","0.00",NULL
"6924","2025-07-30 13:07:57","5.00","Dinheiro",NULL,"0.00","0.00",NULL
"6925","2025-07-30 13:12:43","17.60","PIX",NULL,"0.00","0.00",NULL
"6926","2025-07-30 13:14:14","7.82","PIX",NULL,"0.00","0.00",NULL
"6927","2025-07-30 13:18:01","47.98","Dinheiro",NULL,"0.00","0.00",NULL
"6928","2025-07-30 13:19:14","17.10","Cartão de Débito",NULL,"0.00","0.00",NULL
"6929","2025-07-30 13:22:54","8.57","Dinheiro",NULL,"0.00","0.00",NULL
"6930","2025-07-30 13:23:25","5.50","Dinheiro",NULL,"0.00","0.00",NULL
"6931","2025-07-30 13:27:10","13.94","Dinheiro",NULL,"0.00","0.00",NULL
"6932","2025-07-30 13:29:19","30.00","Dinheiro",NULL,"0.06","0.00",NULL
"6933","2025-07-30 13:33:41","42.03","Dinheiro",NULL,"0.00","0.00",NULL
"6934","2025-07-30 13:37:47","56.59","Cartão de Crédito",NULL,"0.00","0.00",NULL
"6935","2025-07-30 13:38:44","6.00","Dinheiro",NULL,"0.00","0.00",NULL
"6936","2025-07-30 13:40:53","25.99","Dinheiro",NULL,"0.00","0.00",NULL
"6937","2025-07-30 13:43:06","28.22","Cartão de Débito",NULL,"0.00","0.00",NULL
"6938","2025-07-30 13:44:35","28.00","Dinheiro",NULL,"0.06","0.00",NULL
"6939","2025-07-30 13:45:35","9.41","Dinheiro",NULL,"0.00","0.00",NULL
"6940","2025-07-30 13:46:09","3.00","Dinheiro",NULL,"0.00","0.00",NULL
"6941","2025-07-30 13:47:20","8.50","Dinheiro",NULL,"0.00","0.00",NULL
"6942","2025-07-30 13:50:04","21.73","Dinheiro",NULL,"0.00","0.00",NULL
"6943","2025-07-30 13:50:58","17.78","Dinheiro",NULL,"0.00","0.00",NULL
"6944","2025-07-30 13:54:51","30.32","PIX",NULL,"0.00","0.00",NULL
"6945","2025-07-30 13:55:42","7.49","Cartão de Débito",NULL,"0.00","0.00",NULL
"6946","2025-07-30 13:57:34","27.69","Dinheiro",NULL,"0.00","0.00",NULL
"6947","2025-07-30 14:01:48","38.00","Dinheiro",NULL,"0.50","0.00",NULL
"6948","2025-07-30 14:05:45","39.22","Dinheiro",NULL,"0.00","0.00",NULL
"6949","2025-07-30 14:11:43","68.41","PIX",NULL,"0.00","0.00",NULL
"6950","2025-07-30 14:13:44","16.27","Dinheiro",NULL,"0.00","0.00",NULL
"6951","2025-07-30 14:16:39","51.32","Dinheiro",NULL,"0.00","0.00",NULL
"6952","2025-07-30 14:23:01","49.37","Cartão de Débito",NULL,"0.00","0.00",NULL
"6953","2025-07-30 14:24:56","10.64","Dinheiro",NULL,"0.00","0.00",NULL
"6954","2025-07-30 14:27:57","17.40","Cartão de Débito",NULL,"0.00","0.00",NULL
"6955","2025-07-30 14:29:23","10.08","Dinheiro",NULL,"0.00","0.00",NULL
"6956","2025-07-30 14:31:07","15.61","Dinheiro",NULL,"0.00","0.00",NULL
"6957","2025-07-30 14:42:31","11.35","Dinheiro",NULL,"0.00","0.00",NULL
"6958","2025-07-30 14:43:30","7.59","Dinheiro",NULL,"0.00","0.00",NULL
"6959","2025-07-30 14:44:27","7.55","Dinheiro",NULL,"0.00","0.00",NULL
"6960","2025-07-30 14:46:55","9.81","PIX",NULL,"0.00","0.00",NULL
"6961","2025-07-30 14:52:00","9.00","Dinheiro",NULL,"0.00","0.00",NULL
"6962","2025-07-30 14:53:57","7.00","Cartão de Crédito",NULL,"0.17","0.00",NULL
"6963","2025-07-30 14:55:22","36.98","Dinheiro",NULL,"0.00","0.00",NULL
"6964","2025-07-30 14:59:35","22.08","PIX",NULL,"0.00","0.00",NULL
"6965","2025-07-30 15:01:56","40.00","Dinheiro",NULL,"0.06","0.00",NULL
"6966","2025-07-30 15:03:05","12.60","Dinheiro",NULL,"0.00","0.00",NULL
"6967","2025-07-30 15:07:04","54.97","Cartão de Crédito",NULL,"0.00","0.00",NULL
"6968","2025-07-30 15:07:53","4.48","Dinheiro",NULL,"0.00","0.00",NULL
"6969","2025-07-30 15:09:21","17.99","Dinheiro",NULL,"0.00","0.00",NULL
"6970","2025-07-30 15:12:26","34.94","PIX",NULL,"0.00","0.00",NULL
"6971","2025-07-30 15:38:43","51.00","Dinheiro",NULL,"0.00","0.00",NULL
"6972","2025-07-30 15:40:34","15.41","Dinheiro",NULL,"0.00","0.00",NULL
"6973","2025-07-30 15:43:23","40.00","PIX",NULL,"0.00","0.00",NULL
"6974","2025-07-30 15:44:38","24.99","Dinheiro",NULL,"0.00","0.00",NULL
"6975","2025-07-30 15:46:22","16.95","Dinheiro",NULL,"0.00","0.00",NULL
"6976","2025-07-30 15:52:56","9.73","Dinheiro",NULL,"0.00","0.00",NULL
"6977","2025-07-30 15:58:43","31.52","Dinheiro",NULL,"0.00","0.00",NULL
"6978","2025-07-30 16:02:47","15.00","Cartão de Débito",NULL,"0.00","0.00",NULL
"6979","2025-07-30 16:06:18","35.54","Cartão de Débito",NULL,"0.00","0.00",NULL
"6980","2025-07-30 16:18:42","12.78","Dinheiro",NULL,"0.00","0.00",NULL
"6981","2025-07-30 16:20:36","1.98","Dinheiro",NULL,"0.00","0.00",NULL
"6982","2025-07-30 16:38:16","4.36","Dinheiro",NULL,"0.00","0.00",NULL
"6983","2025-07-30 18:01:03","4.20","Dinheiro",NULL,"0.00","0.00",NULL
"6984","2025-07-30 18:03:52","6.62","Cartão de Crédito",NULL,"0.00","0.00",NULL
"6985","2025-07-30 18:04:53","3.00","Dinheiro",NULL,"0.12","0.00",NULL
"6986","2025-07-30 18:15:34","11.37","Dinheiro",NULL,"0.00","0.00",NULL
"6987","2025-07-30 18:21:00","14.17","Dinheiro",NULL,"0.00","0.00",NULL
"6988","2025-07-30 18:21:43","19.67","Dinheiro",NULL,"0.00","0.00",NULL
"6989","2025-07-30 18:54:32","10.61","Dinheiro",NULL,"0.00","0.00",NULL
"6990","2025-07-30 18:59:03","29.61","Dinheiro",NULL,"0.00","0.00",NULL
"6991","2025-07-30 19:01:08","28.54","Dinheiro",NULL,"0.00","0.00",NULL
"6992","2025-07-30 19:02:00","9.36","Dinheiro",NULL,"0.00","0.00",NULL
"6993","2025-07-30 19:05:51","6.03","Dinheiro",NULL,"0.00","0.00",NULL
"6994","2025-07-30 19:10:11","18.40","Dinheiro",NULL,"0.00","0.00",NULL
"6995","2025-07-30 19:13:08","21.39","PIX",NULL,"0.00","0.00",NULL
"6996","2025-07-30 19:31:53","35.51","Cartão de Débito",NULL,"0.00","0.00",NULL
"6997","2025-07-30 19:44:30","10.00","Dinheiro",NULL,"0.00","0.00",NULL
"6998","2025-07-30 19:46:59","18.91","Dinheiro",NULL,"0.00","0.00",NULL
"6999","2025-07-30 19:48:46","24.60","Dinheiro",NULL,"0.00","0.00",NULL
"7000","2025-07-30 19:50:15","38.16","Cartão de Débito",NULL,"0.00","0.00",NULL
"7001","2025-07-30 19:51:21","10.00","Dinheiro",NULL,"0.28","0.00",NULL
"7002","2025-07-30 19:56:27","35.48","Dinheiro",NULL,"0.00","0.00",NULL
"7003","2025-07-30 19:59:33","9.82","Dinheiro",NULL,"0.00","0.00",NULL
