"id","operador_id","data_abertura","valor_inicial","data_fechamento","valor_fechamento"
"9699","3167","60","0.34","KG","0.00"
"9700","3168","60","0.435","KG","0.00"
"9701","3168","55","0.31","KG","0.00"
"9702","3169","4","1","PCT","0.00"
"9703","3170","57","0.59","KG","0.00"
"9704","3170","14","1","KG","0.00"
"9705","3170","108","1.315","KG","0.00"
"9706","3171","106","1.98","KG","0.00"
"9707","3172","13","1","DZ","0.00"
"9708","3173","152","15","UN","0.00"
"9709","3174","55","0.465","KG","0.00"
"9710","3174","42","0.615","KG","0.00"
"9711","3174","108","0.715","KG","0.00"
"9712","3174","13","1","DZ","0.00"
"9713","3175","17","1","DZ","0.00"
"9714","3176","1","2.565","KG","0.00"
"9715","3177","166","0.155","KG","0.00"
"9716","3177","7","1","PCT","0.00"
"9717","3177","4","1","PCT","0.00"
"9718","3177","53","0.065","KG","0.00"
"9719","3178","161","0.43","KG","0.00"
"9720","3178","7","1","PCT","0.00"
"9721","3179","4","1","PCT","0.00"
"9722","3179","55","0.41","KG","0.00"
"9723","3179","53","0.05","KG","0.00"
"9724","3179","165","1","UN","0.00"
"9725","3179","166","0.14","KG","0.00"
"9726","3179","66","0.645","KG","0.00"
"9727","3179","152","14","UN","0.00"
"9728","3180","66","1.74","KG","0.00"
"9729","3180","166","0.365","KG","0.00"
"9730","3181","66","1.295","KG","0.00"
"9731","3181","60","1.38","KG","0.00"
"9732","3182","17","1","DZ","0.00"
"9733","3182","55","0.275","KG","0.00"
"9734","3182","59","0.255","KG","0.00"
"9735","3182","66","1.015","KG","0.00"
"9736","3182","63","0.465","KG","0.00"
"9737","3182","166","0.1","KG","0.00"
"9738","3183","110","0.845","KG","0.00"
"9739","3183","163","2","UN","0.00"
"9740","3184","7","1","PCT","0.00"
"9741","3185","53","0.05","KG","0.00"
"9742","3185","7","1","PCT","0.00"
"9743","3185","5","1","PCT","0.00"
"9744","3186","55","0.315","KG","0.00"
"9745","3186","63","0.935","KG","0.00"
"9746","3186","93","1","UN","0.00"
"9747","3186","4","1","PCT","0.00"
"9748","3186","7","1","PCT","0.00"
"9749","3186","185","1","PCT","0.00"
"9750","3187","58","1.07","KG","0.00"
"9751","3187","13","1","DZ","0.00"
"9752","3188","94","1","UN","0.00"
"9753","3188","147","1","UN","0.00"
"9754","3188","1","1.81","KG","0.00"
"9755","3188","55","1.235","KG","0.00"
"9756","3188","106","1.64","KG","0.00"
"9757","3188","186","1","PCT","0.00"
"9758","3188","66","1.53","KG","0.00"
"9759","3188","15","1","UN","0.00"
"9760","3188","214","0.855","1KG","0.00"
"9761","3188","64","1.51","KG","0.00"
"9762","3188","152","15","UN","0.00"
"9763","3189","106","0.15","KG","0.00"
"9764","3189","53","0.055","KG","0.00"
"9765","3189","2","0.075","KG","0.00"
"9766","3189","151","18","UN","0.00"
"9767","3190","180","1","UN","0.00"
"9768","3190","165","1","UN","0.00"
"9769","3190","4","1","PCT","0.00"
"9770","3190","7","1","PCT","0.00"
"9771","3190","14","0.37","KG","0.00"
"9772","3190","5","1","PCT","0.00"
"9773","3191","221","16","UN","0.00"
"9774","3191","93","1","UN","0.00"
"9775","3191","165","2","UN","0.00"
"9776","3191","146","0.26","PCT","0.00"
"9777","3191","166","0.23","KG","0.00"
"9778","3191","14","0.67","KG","0.00"
"9779","3191","54","0.165","KG","0.00"
"9780","3191","65","0.615","KG","0.00"
"9781","3191","66","1.185","KG","0.00"
"9782","3191","106","0.645","KG","0.00"
"9783","3192","54","1","KG","0.00"
"9784","3192","65","0.665","KG","0.00"
"9785","3192","166","0.13","KG","0.00"
"9786","3192","14","0.77","KG","0.00"
"9787","3192","108","0.98","KG","0.00"
"9788","3192","44","0.965","KG","0.00"
"9789","3192","165","1","UN","0.00"
"9790","3193","93","1","UN","0.00"
"9791","3193","11","0.285","KG","0.00"
"9792","3193","166","0.235","KG","0.00"
"9793","3193","53","0.095","KG","0.00"
"9794","3193","55","0.42","KG","0.00"
"9795","3194","64","0.95","KG","0.00"
"9796","3194","61","0.275","KG","0.00"
"9797","3194","55","0.285","KG","0.00"
"9798","3195","151","16","UN","0.00"
"9799","3195","54","1.0958","KG","0.00"
"9800","3195","108","1.155","KG","0.00"
"9801","3195","37","1","CTL","0.00"
"9802","3196","64","1.55","KG","0.00"
"9803","3196","66","0.62","KG","0.00"
"9804","3196","128","1","UN","0.00"
"9805","3196","119","1","UN","0.00"
"9806","3197","66","2.11","KG","0.00"
"9807","3198","60","1.295","KG","0.00"
"9808","3198","170","0.59","KG","0.00"
"9809","3198","66","0.88","KG","0.00"
"9810","3198","65","1.29","KG","0.00"
"9811","3198","166","0.125","KG","0.00"
"9812","3199","60","0.595","KG","0.00"
"9813","3199","7","2","PCT","0.00"
"9814","3199","61","0.48","KG","0.00"
"9815","3200","177","1","UN","0.00"
"9816","3200","111","2","UN","0.00"
"9817","3201","108","1.51","KG","0.00"
"9818","3201","110","1.02","KG","0.00"
"9819","3201","1","1.05","KG","0.00"
"9820","3202","166","0.5","KG","0.00"
"9821","3203","93","2","UN","0.00"
"9822","3203","64","0.855","KG","0.00"
"9823","3203","67","0.89","KG","0.00"
"9824","3204","7","1","PCT","0.00"
"9825","3204","108","1.225","KG","0.00"
"9826","3204","166","0.405","KG","0.00"
"9827","3204","13","1","DZ","0.00"
"9828","3205","66","1.675","KG","0.00"
"9829","3205","166","0.2","KG","0.00"
"9830","3205","165","2","UN","0.00"
"9831","3206","184","3.375","KG","0.00"
"9832","3206","66","0.485","KG","0.00"
"9833","3206","180","1","UN","0.00"
"9834","3206","165","1","UN","0.00"
"9835","3206","185","1","PCT","0.00"
"9836","3206","146","1","PCT","0.00"
"9837","3206","4","1","PCT","0.00"
"9838","3206","93","1","UN","0.00"
"9839","3206","108","1.02","KG","0.00"
"9840","3206","13","1","DZ","0.00"
"9841","3206","14","0.31","KG","0.00"
"9842","3206","162","7","UN","0.00"
"9843","3206","106","0.26","KG","0.00"
"9844","3206","166","0.1","KG","0.00"
"9845","3206","64","0.185","KG","0.00"
"9846","3207","17","1","DZ","0.00"
"9847","3207","152","2","UN","0.00"
"9848","3207","29","1.205","KG","0.00"
"9849","3207","106","1.145","KG","0.00"
"9850","3207","191","0.41","KG","0.00"
"9851","3207","153","9","UN","0.00"
"9852","3208","201","0.885","KG","0.00"
"9853","3208","200","1","PCT","0.00"
"9854","3209","60","0.755","KG","0.00"
"9855","3210","109","0.24","KG","0.00"
"9856","3210","34","0.175","KG","0.00"
"9857","3211","7","1","PCT","0.00"
"9858","3212","66","1.14","KG","0.00"
"9859","3213","30","0.84","KG","0.00"
"9860","3213","59","0.375","KG","0.00"
"9861","3213","44","0.93","KG","0.00"
"9862","3213","58","1.19","KG","0.00"
"9863","3213","17","1","DZ","0.00"
"9864","3214","108","1.38","KG","0.00"
"9865","3214","60","0.345","KG","0.00"
"9866","3214","59","0.22","KG","0.00"
"9867","3215","13","1","DZ","0.00"
"9868","3215","151","2","UN","0.00"
"9869","3215","191","0.42","KG","0.00"
"9870","3216","10","1","KG","0.00"
"9871","3217","213","2","PCT","0.00"
"9872","3218","66","0.82","KG","0.00"
"9873","3218","93","1","UN","0.00"
"9874","3218","64","0.575","KG","0.00"
"9875","3218","14","0.59","KG","0.00"
"9876","3218","65","0.43","KG","0.00"
"9877","3218","60","0.515","KG","0.00"
"9878","3218","166","0.195","KG","0.00"
"9879","3219","108","1.685","KG","0.00"
"9880","3220","60","0.67","KG","0.00"
"9881","3220","166","0.08","KG","0.00"
"9882","3220","66","0.615","KG","0.00"
"9883","3220","165","2","UN","0.00"
"9884","3221","13","1","DZ","0.00"
"9885","3221","179","1","PCT","0.00"
"9886","3221","49","1","PCT","0.00"
"9887","3221","191","0.455","KG","0.00"
"9888","3222","13","1","DZ","0.00"
"9889","3222","191","0.385","KG","0.00"
"9890","3223","4","1","PCT","0.00"
"9891","3224","106","1.035","KG","0.00"
"9892","3224","66","1.015","KG","0.00"
"9893","3225","162","20","UN","0.00"
"9894","3225","152","10","UN","0.00"
"9895","3226","66","1","KG","0.00"
"9896","3226","106","0.895","KG","0.00"
"9897","3227","13","1","DZ","0.00"
"9898","3227","7","1","PCT","0.00"
"9899","3227","4","1","PCT","0.00"
"9900","3227","191","0.4","KG","0.00"
"9901","3228","65","0.69","KG","0.00"
"9902","3228","67","0.735","KG","0.00"
"9903","3228","151","14","UN","0.00"
"9904","3229","29","3.37","KG","0.00"
"9905","3230","7","1","PCT","0.00"
"9906","3231","65","3.8","KG","0.00"
"9907","3231","106","1.105","KG","0.00"
"9908","3231","1","1.25","KG","0.00"
"9909","3232","66","1.745","KG","0.00"
"9910","3233","180","1","UN","0.00"
"9911","3233","4","1","PCT","0.00"
"9912","3233","53","0.05","KG","0.00"
"9913","3233","2","0.08","KG","0.00"
"9914","3233","131","1","UN","0.00"
"9915","3234","180","2","UN","0.00"
"9916","3235","44","1.305","KG","0.00"
"9917","3235","55","0.93","KG","0.00"
"9918","3235","221","17","UN","0.00"
"9919","3236","151","28","UN","0.00"
"9920","3236","4","1","PCT","0.00"
"9921","3236","7","1","PCT","0.00"
"9922","3236","179","1","PCT","0.00"
"9923","3236","180","1","UN","0.00"
"9924","3237","184","8.98546","KG","0.00"
"9925","3237","17","1","DZ","0.00"
"9926","3237","55","0.475","KG","0.00"
"9927","3238","184","3.96","KG","0.00"
"9928","3238","162","6","UN","0.00"
"9929","3238","64","0.51","KG","0.00"
"9930","3238","180","2","UN","0.00"
"9931","3238","55","0.19","KG","0.00"
"9932","3238","11","0.205","KG","0.00"
"9933","3239","108","1.19","KG","0.00"
"9934","3239","106","0.545","KG","0.00"
"9935","3239","96","1","PCT","0.00"
"9936","3240","66","0.6","KG","0.00"
"9937","3241","13","2","DZ","0.00"
"9938","3241","108","0.965","KG","0.00"
"9939","3241","170","1.08","KG","0.00"
"9940","3241","179","1","PCT","0.00"
"9941","3241","46","0.13","KG","0.00"
"9942","3241","161","0.83","KG","0.00"
"9943","3241","10","0.2","KG","0.00"
"9944","3242","53","0.155","KG","0.00"
"9945","3242","66","1.575","KG","0.00"
"9946","3242","147","1","UN","0.00"
"9947","3242","191","0.45","KG","0.00"
"9948","3242","13","1","DZ","0.00"
"9949","3243","166","0.235","KG","0.00"
"9950","3244","4","1","PCT","0.00"
"9951","3244","7","1","PCT","0.00"
"9952","3244","65","0.74","KG","0.00"
"9953","3244","61","0.45","KG","0.00"
"9954","3244","96","1","PCT","0.00"
"9955","3245","4","1","PCT","0.00"
"9956","3245","7","1","PCT","0.00"
"9957","3245","13","1","DZ","0.00"
"9958","3245","184","4.355","KG","0.00"
"9959","3245","179","1","PCT","0.00"
"9960","3245","162","5","UN","0.00"
"9961","3246","60","1.155","KG","0.00"
"9962","3246","65","1.315","KG","0.00"
"9963","3246","67","0.55","KG","0.00"
"9964","3246","59","1","KG","0.00"
"9965","3246","66","0.715","KG","0.00"
"9966","3246","93","1","UN","0.00"
"9967","3247","11","0.995","KG","0.00"
"9968","3247","55","0.205","KG","0.00"
"9969","3247","185","1","PCT","0.00"
"9970","3248","180","1","UN","0.00"
"9971","3248","11","0.46","KG","0.00"
"9972","3248","60","0.78","KG","0.00"
"9973","3249","108","3.125","KG","0.00"
"9974","3250","55","0.395","KG","0.00"
"9975","3251","15","1","UN","0.00"
"9976","3251","58","0.95","KG","0.00"
"9977","3251","55","0.535","KG","0.00"
"9978","3251","66","0.685","KG","0.00"
"9979","3251","166","0.09","KG","0.00"
"9980","3251","184","4.335","KG","0.00"
"9981","3251","44","0.72","KG","0.00"
"9982","3251","17","1","DZ","0.00"
"9983","3251","152","1","UN","0.00"
"9984","3251","108","0.99","KG","0.00"
"9985","3252","55","1.15","KG","0.00"
"9986","3253","55","0.93","KG","0.00"
"9987","3253","220","0.965","KG","0.00"
"9988","3253","131","1","UN","0.00"
"9989","3253","150","15","UN","0.00"
"9990","3254","55","0.585","KG","0.00"
"9991","3254","106","0.475","KG","0.00"
"9992","3254","191","0.49","KG","0.00"
"9993","3254","7","1","PCT","0.00"
"9994","3254","165","1","UN","0.00"
"9995","3255","7","1.74","PCT","0.00"
"9996","3255","10","0.735","KG","0.00"
"9997","3255","186","2","PCT","0.00"
"9998","3255","13","1","DZ","0.00"
"9999","3256","19","1","UN","0.00"
"10000","3257","53","0.105","KG","0.00"
"10001","3257","61","0.33","KG","0.00"
"10002","3257","65","4.07","KG","0.00"
"10003","3258","17","1","DZ","0.00"
"10004","3258","199","1","PCT","0.00"
"10005","3259","108","2.51","KG","0.00"
"10006","3260","221","18","UN","0.00"
"10007","3261","7","4","PCT","0.00"
"10008","3262","66","0.73","KG","0.00"
"10009","3263","66","1.505","KG","0.00"
"10010","3263","185","2","PCT","0.00"
"10011","3264","151","24","UN","0.00"
"10012","3264","64","1.375","KG","0.00"
"10013","3264","66","0.54","KG","0.00"
"10014","3264","65","1.55","KG","0.00"
"10015","3265","10","0.695","KG","0.00"
"10016","3265","31","1.76","KG","0.00"
"10017","3266","64","2.73","KG","0.00"
"10018","3266","60","3.515","KG","0.00"
"10019","3266","7","3","PCT","0.00"
"10020","3266","93","3","UN","0.00"
"10021","3266","165","4","UN","0.00"
"10022","3266","65","2.545","KG","0.00"
"10023","3266","14","3","KG","0.00"
"10024","3266","186","1","PCT","0.00"
"10025","3266","53","0.155","KG","0.00"
"10026","3266","61","0.695","KG","0.00"
"10027","3266","67","0.745","KG","0.00"
"10028","3267","110","1.035","KG","0.00"
"10029","3267","94","1","UN","0.00"
"10030","3268","106","3.545","KG","0.00"
"10031","3269","1","2.405","KG","0.00"
"10032","3270","13","1","DZ","0.00"
"10033","3270","60","0.56","KG","0.00"
"10034","3270","10","0.295","KG","0.00"
"10035","3271","165","2","UN","0.00"
"10036","3271","60","0.785","KG","0.00"
"10037","3272","64","0.32","KG","0.00"
"10038","3273","186","2","PCT","0.00"
"10039","3273","166","0.245","KG","0.00"
"10040","3273","7","1","PCT","0.00"
"10041","3274","152","12","UN","0.00"
"10042","3274","191","0.475","KG","0.00"
"10043","3275","66","0.835","KG","0.00"
"10044","3275","106","0.75","KG","0.00"
"10045","3276","109","0.505","KG","0.00"
"10046","3276","161","0.46","KG","0.00"
"10047","3276","153","6","UN","0.00"
"10048","3276","7","1","PCT","0.00"
"10049","3276","59","0.19","KG","0.00"
"10050","3276","179","1","PCT","0.00"
"10051","3276","11","0.435","KG","0.00"
"10052","3277","57","0.375","KG","0.00"
"10053","3278","152","7","UN","0.00"
"10054","3278","34","0.54","KG","0.00"
"10055","3278","10","0.31","KG","0.00"
"10056","3278","185","2","PCT","0.00"
"10057","3279","14","0.46","KG","0.00"
"10058","3279","66","1.09","KG","0.00"
"10059","3279","166","0.185","KG","0.00"
"10060","3280","152","7","UN","0.00"
"10061","3280","108","1.205","KG","0.00"
"10062","3280","109","1.385","KG","0.00"
"10063","3280","230","1","CTL","0.00"
"10064","3280","177","1","UN","0.00"
"10065","3280","31","1.35","KG","0.00"
"10066","3281","93","1","UN","0.00"
"10067","3281","110","0.42","KG","0.00"
"10068","3281","106","0.58","KG","0.00"
"10069","3281","60","0.885","KG","0.00"
"10070","3281","14","0.52","KG","0.00"
"10071","3281","166","0.135","KG","0.00"
"10072","3281","67","0.68","KG","0.00"
"10073","3281","165","1","UN","0.00"
"10074","3282","29","2.7","KG","0.00"
"10075","3282","54","0.335","KG","0.00"
"10076","3282","109","0.845","KG","0.00"
"10077","3282","31","1.975","KG","0.00"
"10078","3283","11","3.385","KG","0.00"
"10079","3284","66","0.72","KG","0.00"
"10080","3285","66","0.415","KG","0.00"
"10081","3285","108","1.055","KG","0.00"
"10082","3285","55","0.455","KG","0.00"
"10083","3285","57","0.875","KG","0.00"
"10084","3285","191","0.45","KG","0.00"
"10085","3286","64","0.215","KG","0.00"
"10086","3286","65","0.45","KG","0.00"
"10087","3286","66","0.4","KG","0.00"
"10088","3286","30","0.155","KG","0.00"
"10089","3286","93","1","UN","0.00"
"10090","3286","13","1","DZ","0.00"
"10091","3287","153","6","UN","0.00"
"10092","3287","66","0.605","KG","0.00"
"10093","3287","108","1.26","KG","0.00"
"10094","3287","1","0.98","KG","0.00"
"10095","3287","63","0.77","KG","0.00"
"10096","3288","60","1","KG","0.00"
"10097","3289","191","0.415","KG","0.00"
"10098","3290","66","1.37","KG","0.00"
"10099","3291","17","1","DZ","0.00"
"10100","3292","191","0.465","KG","0.00"
"10101","3293","152","14","UN","0.00"
"10102","3293","34","0.54","KG","0.00"
"10103","3293","230","1","CTL","0.00"
"10104","3293","29","1.275","KG","0.00"
"10105","3294","166","0.48","KG","0.00"
"10106","3295","30","0.905","KG","0.00"
"10107","3295","61","0.5","KG","0.00"
"10108","3295","162","6","UN","0.00"
"10109","3295","180","1","UN","0.00"
"10110","3295","110","0.475","KG","0.00"
"10111","3295","187","12","UN","0.00"
"10112","3295","31","2.48","KG","0.00"
"10113","3295","7","1","PCT","0.00"
"10114","3296","106","0.54","KG","0.00"
"10115","3297","53","0.1","KG","0.00"
"10116","3297","59","0.575","KG","0.00"
"10117","3297","66","0.9","KG","0.00"
"10118","3297","49","2","PCT","0.00"
"10119","3297","169","20","UN","0.00"
"10120","3298","93","1","UN","0.00"
"10121","3298","14","0.375","KG","0.00"
"10122","3299","59","1.045","KG","0.00"
"10123","3299","64","0.625","KG","0.00"
"10124","3299","55","0.4","KG","0.00"
"10125","3299","166","0.195","KG","0.00"
"10126","3299","191","0.475","KG","0.00"
"10127","3299","66","0.905","KG","0.00"
"10128","3299","22","1","UN","0.00"
"10129","3300","66","0.82","KG","0.00"
"10130","3301","93","3","UN","0.00"
"10131","3302","191","0.44","KG","0.00"
"10132","3303","152","14","UN","0.00"
"10133","3303","1","0.95","KG","0.00"
"10134","3304","161","0.285","KG","0.00"
"10135","3304","166","0.145","KG","0.00"
"10136","3305","30","0.37","KG","0.00"
"10137","3306","63","1.43","KG","0.00"
"10138","3307","15","1","UN","0.00"
"10139","3307","166","0.6","KG","0.00"
"10140","3308","17","2","DZ","0.00"
"10141","3308","34","1.455","KG","0.00"
"10142","3309","1","1.02","KG","0.00"
"10143","3310","108","1.265","KG","0.00"
"10144","3310","59","0.275","KG","0.00"
"10145","3310","53","0.065","KG","0.00"
"10146","3310","29","1","KG","0.00"
"10147","3310","17","1","DZ","0.00"
"10148","3310","165","1","UN","0.00"
"10149","3311","65","0.86","KG","0.00"
"10150","3311","107","0.795","KG","0.00"
"10151","3311","165","1","UN","0.00"
"10152","3311","152","14","UN","0.00"
"10153","3311","169","10","UN","0.00"
"10154","3312","149","7","UN","0.00"
"10155","3313","64","0.88","KG","0.00"
"10156","3313","62","0.26","KG","0.00"
"10157","3313","63","0.375","KG","0.00"
"10158","3313","108","0.515","KG","0.00"
"10159","3313","109","0.27","KG","0.00"
"10160","3313","10","0.77","KG","0.00"
"10161","3314","13","1","DZ","0.00"
"10162","3315","64","5.095","KG","0.00"
"10163","3315","14","1.69","KG","0.00"
"10164","3315","60","6.92","KG","0.00"
"10165","3315","65","1.755","KG","0.00"
"10166","3315","55","0.6","KG","0.00"
"10167","3315","11","3.28","KG","0.00"
"10168","3315","106","0.54","KG","0.00"
"10169","3315","213","3","PCT","0.00"
"10170","3315","48","1","PCT","0.00"
"10171","3315","129","2","UN","0.00"
"10172","3315","53","0.115","KG","0.00"
"10173","3315","57","1.17","KG","0.00"
"10174","3315","147","1","UN","0.00"
"10175","3315","63","1.785","KG","0.00"
"10176","3315","67","1.77","KG","0.00"
"10177","3315","61","1.745","KG","0.00"
"10178","3315","220","0.905","KG","0.00"
"10179","3315","131","4","UN","0.00"
"10180","3315","206","3","PCT","0.00"
"10181","3315","120","5","UN","0.00"
"10182","3315","17","1","DZ","0.00"
"10183","3315","1","5","KG","0.00"
"10184","3316","7","1","PCT","0.00"
"10185","3316","4","1","PCT","0.00"
"10186","3316","13","1","DZ","0.00"
"10187","3317","146","1","PCT","0.00"
"10188","3317","60","0.505","KG","0.00"
"10189","3317","180","1","UN","0.00"
"10190","3318","108","1.165","KG","0.00"
"10191","3318","17","1","DZ","0.00"
"10192","3319","33","1","1LT","0.00"
"10193","3319","201","0.945","KG","0.00"
"10194","3320","65","1.435","KG","0.00"
"10195","3320","110","0.505","KG","0.00"
"10196","3321","108","1.01","KG","0.00"
"10197","3321","146","0.23","PCT","0.00"
"10198","3321","191","0.42","KG","0.00"
"10199","3321","57","1.965","KG","0.00"
"10200","3321","14","0.345","KG","0.00"
"10201","3321","170","0.4","KG","0.00"
"10202","3322","110","0.96","KG","0.00"
"10203","3322","109","0.47","KG","0.00"
"10204","3323","29","1.515","KG","0.00"
"10205","3324","151","14","UN","0.00"
"10206","3324","31","0.99","KG","0.00"
"10207","3324","4","1","PCT","0.00"
"10208","3325","180","1","UN","0.00"
"10209","3325","108","1.45","KG","0.00"
"10210","3325","7","1","PCT","0.00"
"10211","3325","4","1","PCT","0.00"
"10212","3326","7","2","PCT","0.00"
"10213","3326","4","2","PCT","0.00"
"10214","3327","163","4","UN","0.00"
"10215","3328","191","0.4","KG","0.00"
"10216","3329","165","1","UN","0.00"
"10217","3330","66","0.695","KG","0.00"
"10218","3330","106","0.28","KG","0.00"
"10219","3330","96","1","PCT","0.00"
"10220","3330","10","0.485","KG","0.00"
"10221","3331","93","1","UN","0.00"
"10222","3331","14","0.325","KG","0.00"
"10223","3332","17","1","DZ","0.00"
"10224","3333","2","0.45","KG","0.00"
"10225","3333","60","0.75","KG","0.00"
"10226","3333","64","0.92","KG","0.00"
"10227","3333","61","0.715","KG","0.00"
"10228","3333","95","1","PCT","0.00"
"10229","3334","13","1","DZ","0.00"
"10230","3334","55","0.405","KG","0.00"
"10231","3334","30","0.66","KG","0.00"
"10232","3334","4","1","PCT","0.00"
"10233","3334","7","1","PCT","0.00"
"10234","3334","161","0.32","KG","0.00"
"10235","3335","13","1","DZ","0.00"
"10236","3335","186","1","PCT","0.00"
"10237","3335","14","0.355","KG","0.00"
"10238","3335","165","1","UN","0.00"
"10239","3336","110","2.28","KG","0.00"
"10240","3336","66","1.12","KG","0.00"
"10241","3336","201","0.775","KG","0.00"
"10242","3337","161","2.09","KG","0.00"
"10243","3337","109","2.14","KG","0.00"
"10244","3338","45","0.545","KG","0.00"
"10245","3338","152","6","UN","0.00"
"10246","3339","17","1","DZ","0.00"
"10247","3340","170","1.27","KG","0.00"
"10248","3340","31","1.535","KG","0.00"
"10249","3341","17","1","DZ","0.00"
"10250","3342","191","1.015","KG","0.00"
"10251","3342","31","1.815","KG","0.00"
"10252","3342","108","1.67","KG","0.00"
"10253","3342","109","1.14","KG","0.00"
"10254","3342","54","0.96","KG","0.00"
"10255","3342","150","15","UN","0.00"
"10256","3343","65","0.99","KG","0.00"
"10257","3343","152","8","UN","0.00"
"10258","3343","64","0.455","KG","0.00"
"10261","3345","1","1.26","KG","0.00"
"10262","3346","66","1","KG","0.00"
"10263","3346","165","1","UN","0.00"
"10264","3347","60","1.53","KG","0.00"
"10265","3347","13","1","DZ","0.00"
"10266","3348","66","4.185","KG","0.00"
"10267","3348","54","0.645","KG","0.00"
"10268","3348","166","0.295","KG","0.00"
"10269","3349","61","1.1","KG","0.00"
"10270","3350","108","0.965","KG","0.00"
"10271","3350","179","1","PCT","0.00"
"10272","3350","7","1","PCT","0.00"
"10273","3350","191","0.395","KG","0.00"
"10274","3350","187","11","UN","0.00"
"10275","3351","66","0.72","KG","0.00"
"10276","3352","7","1","PCT","0.00"
"10277","3352","58","0.71","KG","0.00"
"10278","3353","166","0.39","KG","0.00"
"10279","3354","184","13.5","KG","0.00"
"10280","3355","7","1","PCT","0.00"
"10281","3355","4","1","PCT","0.00"
"10282","3356","58","0.815","KG","0.00"
"10283","3357","147","1","UN","0.00"
"10284","3357","60","0.92","KG","0.00"
"10285","3357","63","0.58","KG","0.00"
"10286","3357","66","0.595","KG","0.00"
"10287","3358","138","1","UN","0.00"
"10288","3358","108","0.855","KG","0.00"
"10289","3358","147","1","UN","0.00"
"10290","3358","57","0.69","KG","0.00"
"10291","3358","55","0.3","KG","0.00"
"10292","3358","4","1","PCT","0.00"
"10293","3358","146","0.385","PCT","0.00"
"10294","3358","110","0.4","KG","0.00"
"10295","3358","63","0.795","KG","0.00"
"10296","3358","61","0.375","KG","0.00"
"10297","3359","66","0.685","KG","0.00"
"10298","3359","166","0.14","KG","0.00"
"10299","3359","14","0.33","KG","0.00"
"10300","3359","165","1","UN","0.00"
"10301","3359","213","1","PCT","0.00"
"10302","3359","64","0.44","KG","0.00"
"10303","3360","152","6","UN","0.00"
"10304","3360","119","4","UN","0.00"
"10305","3361","65","0.605","KG","0.00"
"10306","3362","14","1.59","KG","0.00"
"10307","3362","67","0.66","KG","0.00"
"10308","3362","93","1","UN","0.00"
"10309","3363","60","1.23","KG","0.00"
"10310","3364","13","1","DZ","0.00"
"10311","3365","93","1","UN","0.00"
"10312","3366","109","1.49","KG","0.00"
"10313","3367","16","1","DZ","0.00"
"10314","3367","152","9","UN","0.00"
"10315","3367","7","1","PCT","0.00"
"10316","3367","6","0.465","KG","0.00"
"10317","3367","14","0.35","KG","0.00"
"10318","3367","185","1","PCT","0.00"
"10319","3368","1","1.595","KG","0.00"
"10320","3368","185","2","PCT","0.00"
"10321","3369","66","1.185","KG","0.00"
"10322","3369","4","1","PCT","0.00"
"10323","3369","211","1","UN","0.00"
"10324","3369","166","0.155","KG","0.00"
"10325","3369","98","1","UN","0.00"
"10326","3369","184","3.64","KG","0.00"
"10327","3370","179","1","PCT","0.00"
"10328","3370","61","0.345","KG","0.00"
"10329","3370","191","0.33","KG","0.00"
"10330","3371","60","0.96","KG","0.00"
"10331","3371","61","0.265","KG","0.00"
"10332","3371","66","1.565","KG","0.00"
"10333","3371","106","0.775","KG","0.00"
"10334","3371","29","1.15","KG","0.00"
"10335","3372","4","1","PCT","0.00"
"10336","3373","165","1","UN","0.00"
"10337","3374","15","1","UN","0.00"
"10338","3374","44","1.19","KG","0.00"
"10339","3374","108","0.905","KG","0.00"
"10340","3375","16","1","DZ","0.00"
"10341","3376","181","1","PCT","0.00"
"10342","3376","17","1","DZ","0.00"
"10343","3376","191","0.375","KG","0.00"
"10344","3377","180","1","UN","0.00"
"10345","3377","186","1","PCT","0.00"
"10346","3378","17","1","DZ","0.00"
"10347","3378","66","0.45","KG","0.00"
"10348","3378","185","1","PCT","0.00"
"10349","3379","14","0.575","KG","0.00"
"10350","3379","66","0.69","KG","0.00"
"10351","3380","4","1","PCT","0.00"
"10352","3380","66","0.79","KG","0.00"
"10353","3380","53","0.115","KG","0.00"
"10354","3380","1","0.955","KG","0.00"
"10355","3381","66","0.515","KG","0.00"
"10356","3381","65","0.32","KG","0.00"
"10357","3381","60","0.215","KG","0.00"
"10358","3381","59","0.16","KG","0.00"
"10359","3381","165","1","UN","0.00"
"10360","3381","184","2.515","KG","0.00"
"10361","3381","151","14","UN","0.00"
"10362","3382","65","0.425","KG","0.00"
"10363","3382","166","0.115","KG","0.00"
"10364","3382","66","0.815","KG","0.00"
"10365","3382","191","0.34","KG","0.00"
"10366","3382","2","0.07","KG","0.00"
"10367","3382","106","0.465","KG","0.00"
"10368","3383","152","14","UN","0.00"
"10369","3383","4","1","PCT","0.00"
"10370","3383","29","1.93","KG","0.00"
"10371","3383","191","0.43","KG","0.00"
"10372","3383","184","3.72","KG","0.00"
"10373","3384","65","0.385","KG","0.00"
"10374","3384","55","0.5","KG","0.00"
"10375","3384","186","1","PCT","0.00"
"10376","3385","179","1","PCT","0.00"
"10377","3385","151","12","UN","0.00"
"10378","3385","108","0.59","KG","0.00"
"10379","3385","20","1","UN","0.00"
"10380","3386","4","1","PCT","0.00"
"10381","3386","7","2","PCT","0.00"
"10382","3386","30","0.87","KG","0.00"
"10383","3387","151","13","UN","0.00"
